transaction_id,customer_id,product_category,product_subcategory,quantity,unit_price,total_amount,placement_score
TXN_000011,CUST_0217,Produce,Lettuce,2,2.29,4.58,67.2
TXN_000011,CUST_0217,Personal_Care,Soap,1,1.28,1.28,33.5
TXN_000011,CUST_0217,Snacks,Nuts,1,9.81,9.81,64.5
TXN_000012,CUST_0175,Produce,Carrots,3,1.78,5.34,68.6
TXN_000012,CUST_0175,Produce,Apples,1,2.85,2.85,81.9
TXN_000012,CUST_0175,Meat,Pork,2,6.07,12.14,85.3
TXN_000012,CUST_0175,Bakery,Cakes,1,9.13,9.13,39.3
TXN_000012,CUST_0175,Produce,Tomatoes,2,3.38,6.76,63.5
TXN_000012,CUST_0175,Personal_Care,Soap,2,1.71,3.42,68.3
TXN_000012,CUST_0175,Bakery,Pastries,1,5.24,5.24,62.7
TXN_000013,CUST_0192,Produce,Onions,2,1.14,2.28,96.3
TXN_000013,CUST_0192,Meat,Beef,1,10.65,10.65,100.0
TXN_000013,CUST_0192,Produce,Apples,2,2.69,5.38,91.1
TXN_000013,CUST_0192,Pantry,Pasta,2,2.37,4.74,91.7
TXN_000013,CUST_0192,Pantry,Canned_Goods,2,1.56,3.12,100.0
TXN_000013,CUST_0192,Produce,Bananas,1,1.25,1.25,84.0
TXN_000014,CUST_0044,Snacks,Nuts,4,10.82,43.28,100.0
TXN_000014,CUST_0044,Unknown,Beer,1,4.47,4.47,81.4
TXN_000014,CUST_0044,Frozen,Frozen_Pizza,1,6.23,6.23,66.9
TXN_000014,CUST_0044,Produce,Lettuce,4,2.54,10.16,64.9
TXN_000014,CUST_0044,Personal_Care,Soap,2,3.97,7.94,100.0
TXN_000014,CUST_0044,Personal_Care,Shampoo,1,8.15,8.15,87.9
TXN_000014,CUST_0044,Personal_Care,Deodorant,2,6.51,13.02,72.5
TXN_000014,CUST_0044,Bakery,Cakes,1,10.06,10.06,64.1
TXN_000014,CUST_0044,Beverages,Juice,3,4.74,14.22,98.1
TXN_000015,CUST_0192,Beverages,Coffee,2,10.59,21.18,100.0
TXN_000015,CUST_0192,Beverages,Tea,3,7.45,22.35,86.9
TXN_000015,CUST_0192,Dairy,Cream,1,2.75,2.75,96.3
TXN_000015,CUST_0192,Bakery,Muffins,1,2.93,2.93,83.2
TXN_000015,CUST_0192,Bakery,Bagels,2,3.57,7.14,94.7
TXN_000016,CUST_0113,Dairy,Milk,3,3.72,11.16,79.6
TXN_000016,CUST_0113,Pantry,Cereals,1,4.57,4.57,64.3
TXN_000017,CUST_0118,Dairy,Cream,1,2.1,2.1,90.4
TXN_000017,CUST_0118,Pantry,Pasta,2,2.31,4.62,98.9
TXN_000017,CUST_0118,Beverages,Coffee,5,8.61,43.05,100.0
TXN_000017,CUST_0118,Pantry,Canned_Goods,1,2.59,2.59,76.4
TXN_000017,CUST_0118,Bakery,Bagels,1,3.05,3.05,66.6
TXN_000018,CUST_0293,Personal_Care,Toothpaste,3,4.09,12.27,59.4
TXN_000018,CUST_0293,Beverages,Soda,1,1.88,1.88,97.3
TXN_000018,CUST_0293,Snacks,Chips,2,4.14,8.28,92.9
TXN_000018,CUST_0293,Pantry,Pasta,4,2.61,10.44,100.0
TXN_000018,CUST_0293,Pantry,Canned_Goods,2,2.22,4.44,90.8
TXN_000018,CUST_0293,Dairy,Butter,1,5.39,5.39,56.1
TXN_000018,CUST_0293,Snacks,Crackers,1,2.35,2.35,88.6
TXN_000018,CUST_0293,Dairy,Cheese,1,4.39,4.39,81.2
TXN_000018,CUST_0293,Produce,Lettuce,1,2.21,2.21,78.0
TXN_000019,CUST_0128,Bakery,Pastries,2,4.91,9.82,53.0
TXN_000019,CUST_0128,Bakery,Muffins,1,2.75,2.75,80.5
TXN_000019,CUST_0128,Beverages,Coffee,3,9.61,28.83,100.0
TXN_000019,CUST_0128,Dairy,Cream,1,2.14,2.14,73.4
TXN_000020,CUST_0227,Personal_Care,Shampoo,4,8.6,34.4,92.5
TXN_000020,CUST_0227,Personal_Care,Soap,1,2.93,2.93,97.1
TXN_000020,CUST_0227,Bakery,Muffins,4,2.77,11.08,86.4
TXN_000020,CUST_0227,Beverages,Coffee,4,11.34,45.36,100.0
TXN_000020,CUST_0227,Dairy,Cream,1,2.64,2.64,85.0
TXN_000021,CUST_0031,Produce,Onions,1,2.22,2.22,100.0
TXN_000021,CUST_0031,Meat,Beef,2,14.29,28.58,100.0
TXN_000021,CUST_0031,Frozen,Ice_Cream,3,6.94,20.82,84.0
TXN_000021,CUST_0031,Snacks,Cookies,1,5.13,5.13,100.0
TXN_000021,CUST_0031,Beverages,Juice,3,4.97,14.91,99.7
TXN_000021,CUST_0031,Produce,Tomatoes,3,2.68,8.04,89.2
TXN_000021,CUST_0031,Produce,Lettuce,4,2.79,11.16,100.0
TXN_000022,CUST_0030,Dairy,Butter,1,5.76,5.76,100.0
TXN_000022,CUST_0030,Bakery,Bread,2,3.65,7.3,100.0
TXN_000022,CUST_0030,Dairy,Cheese,1,4.04,4.04,77.5
TXN_000022,CUST_0030,Snacks,Crackers,4,2.27,9.08,84.6
TXN_000022,CUST_0030,Meat,Pork,4,10.59,42.36,66.0
TXN_000022,CUST_0030,Household,Paper_Towels,2,11.14,22.28,55.0
TXN_000023,CUST_0127,Personal_Care,Soap,3,3.37,10.11,79.3
TXN_000023,CUST_0127,Personal_Care,Shampoo,3,4.73,14.19,73.4
TXN_000023,CUST_0127,Personal_Care,Deodorant,2,5.21,10.42,62.9
TXN_000023,CUST_0127,Bakery,Cakes,3,10.46,31.38,68.9
TXN_000023,CUST_0127,Pantry,Rice,1,2.25,2.25,90.9
TXN_000023,CUST_0127,Meat,Chicken,2,5.51,11.02,92.5
TXN_000024,CUST_0068,Household,Cleaning_Supplies,1,9.91,9.91,67.0
TXN_000024,CUST_0068,Beverages,Tea,1,4.85,4.85,39.3
TXN_000025,CUST_0162,Dairy,Cream,2,2.85,5.7,100.0
TXN_000025,CUST_0162,Beverages,Coffee,4,5.78,23.12,94.6
TXN_000025,CUST_0162,Bakery,Bagels,1,3.11,3.11,80.0
TXN_000025,CUST_0162,Bakery,Muffins,1,2.24,2.24,90.2
TXN_000025,CUST_0162,Produce,Apples,2,2.94,5.88,84.2
TXN_000025,CUST_0162,Beverages,Juice,1,2.86,2.86,52.3
TXN_000026,CUST_0146,Produce,Onions,1,2.45,2.45,100.0
TXN_000026,CUST_0146,Meat,Beef,1,16.91,16.91,100.0
TXN_000026,CUST_0146,Snacks,Chips,1,3.66,3.66,95.1
TXN_000026,CUST_0146,Beverages,Soda,4,2.28,9.12,100.0
TXN_000026,CUST_0146,Produce,Bananas,1,1.24,1.24,100.0
TXN_000026,CUST_0146,Produce,Tomatoes,2,3.8,7.6,100.0
TXN_000026,CUST_0146,Dairy,Yogurt,1,1.28,1.28,78.5
TXN_000026,CUST_0146,Bakery,Cakes,1,10.47,10.47,63.9
TXN_000026,CUST_0146,Produce,Lettuce,5,2.98,14.9,100.0
TXN_000027,CUST_0176,Bakery,Cakes,2,10.17,20.34,87.6
TXN_000027,CUST_0176,Meat,Beef,1,17.11,17.11,100.0
TXN_000027,CUST_0176,Produce,Onions,3,2.42,7.26,100.0
TXN_000027,CUST_0176,Dairy,Butter,1,5.83,5.83,100.0
TXN_000027,CUST_0176,Bakery,Bread,3,2.09,6.27,93.4
TXN_000027,CUST_0176,Dairy,Yogurt,3,2.48,7.44,96.7
TXN_000028,CUST_0002,Pantry,Rice,2,3.14,6.28,62.1
TXN_000028,CUST_0002,Household,Toilet_Paper,1,12.73,12.73,54.9
TXN_000028,CUST_0002,Produce,Onions,1,2.3,2.3,70.0
TXN_000029,CUST_0227,Personal_Care,Shampoo,4,10.8,43.2,100.0
TXN_000029,CUST_0227,Personal_Care,Toothpaste,1,3.35,3.35,44.1
TXN_000029,CUST_0227,Personal_Care,Soap,2,2.85,5.7,92.3
TXN_000029,CUST_0227,Snacks,Crackers,1,2.34,2.34,71.9
TXN_000029,CUST_0227,Frozen,Frozen_Pizza,3,6.08,18.24,90.4
TXN_000029,CUST_0227,Dairy,Cheese,3,6.21,18.63,100.0
TXN_000030,CUST_0299,Personal_Care,Shampoo,1,4.23,4.23,61.3
TXN_000030,CUST_0299,Personal_Care,Soap,3,2.86,8.58,71.3
TXN_000030,CUST_0299,Personal_Care,Toothpaste,1,2.04,2.04,40.5
TXN_000030,CUST_0299,Bakery,Cakes,1,12.13,12.13,35.5
TXN_000031,CUST_0128,Household,Cleaning_Supplies,1,6.6,6.6,68.7
TXN_000031,CUST_0128,Household,Detergent,3,9.57,28.71,100.0
TXN_000031,CUST_0128,Produce,Tomatoes,4,2.29,9.16,84.6
TXN_000031,CUST_0128,Meat,Chicken,4,8.44,33.76,100.0
TXN_000031,CUST_0128,Bakery,Pastries,5,4.48,22.4,71.7
TXN_000031,CUST_0128,Dairy,Cheese,1,6.53,6.53,79.0
TXN_000031,CUST_0128,Pantry,Rice,1,2.38,2.38,89.4
TXN_000031,CUST_0128,Frozen,Ice_Cream,1,4.56,4.56,51.2
TXN_000032,CUST_0128,Meat,Beef,3,12.74,38.22,92.9
TXN_000032,CUST_0128,Produce,Onions,2,1.26,2.52,78.8
TXN_000032,CUST_0128,Meat,Deli_Meat,1,4.35,4.35,38.7
TXN_000032,CUST_0128,Frozen,Frozen_Vegetables,1,2.92,2.92,40.6
TXN_000033,CUST_0180,Meat,Fish,2,7.51,15.02,68.4
TXN_000033,CUST_0180,Bakery,Bagels,3,4.26,12.78,100.0
TXN_000033,CUST_0180,Frozen,Frozen_Vegetables,2,2.37,4.74,83.0
TXN_000033,CUST_0180,Dairy,Cream,1,2.74,2.74,100.0
TXN_000033,CUST_0180,Meat,Deli_Meat,1,5.85,5.85,52.5
TXN_000034,CUST_0180,Household,Toilet_Paper,1,12.52,12.52,84.6
TXN_000034,CUST_0180,Household,Paper_Towels,2,11.72,23.44,90.5
TXN_000034,CUST_0180,Produce,Carrots,1,1.45,1.45,52.1
TXN_000034,CUST_0180,Meat,Beef,1,11.77,11.77,96.6
TXN_000034,CUST_0180,Produce,Onions,1,1.48,1.48,84.8
TXN_000034,CUST_0180,Household,Cleaning_Supplies,1,9.23,9.23,61.3
TXN_000035,CUST_0161,Beverages,Juice,2,4.37,8.74,91.0
TXN_000035,CUST_0161,Frozen,Frozen_Meals,2,5.35,10.7,63.0
TXN_000035,CUST_0161,Snacks,Cookies,2,4.01,8.02,99.9
TXN_000035,CUST_0161,Frozen,Ice_Cream,1,6.58,6.58,74.7
TXN_000035,CUST_0161,Personal_Care,Soap,2,2.07,4.14,63.2
TXN_000036,CUST_0101,Pantry,Canned_Goods,1,1.31,1.31,61.0
TXN_000036,CUST_0101,Pantry,Pasta,1,1.74,1.74,55.3
TXN_000036,CUST_0101,Snacks,Cookies,1,5.64,5.64,53.1
TXN_000037,CUST_0064,Snacks,Nuts,2,7.28,14.56,56.1
TXN_000037,CUST_0064,Frozen,Frozen_Vegetables,3,3.63,10.89,68.3
TXN_000038,CUST_0159,Household,Cleaning_Supplies,1,7.68,7.68,85.8
TXN_000038,CUST_0159,Household,Detergent,2,8.52,17.04,99.0
TXN_000038,CUST_0159,Personal_Care,Shampoo,3,5.5,16.5,77.9
TXN_000038,CUST_0159,Personal_Care,Soap,2,1.73,3.46,78.6
TXN_000039,CUST_0195,Snacks,Chips,2,2.87,5.74,43.9
TXN_000039,CUST_0195,Bakery,Bread,1,3.07,3.07,47.1
TXN_000039,CUST_0195,Meat,Deli_Meat,1,5.35,5.35,40.2
TXN_000040,CUST_0208,Personal_Care,Shampoo,3,8.77,26.31,100.0
TXN_000040,CUST_0208,Meat,Fish,1,12.35,12.35,84.6
TXN_000040,CUST_0208,Frozen,Frozen_Vegetables,3,3.93,11.79,100.0
TXN_000040,CUST_0208,Household,Toilet_Paper,1,17.31,17.31,75.7
TXN_000040,CUST_0208,Beverages,Water,2,1.84,3.68,76.8
TXN_000040,CUST_0208,Personal_Care,Soap,1,3.39,3.39,86.1
TXN_000041,CUST_0262,Beverages,Water,3,1.67,5.01,50.5
TXN_000041,CUST_0262,Produce,Onions,2,1.54,3.08,60.8
TXN_000041,CUST_0262,Meat,Fish,3,12.71,38.13,71.6
TXN_000042,CUST_0264,Household,Cleaning_Supplies,1,5.11,5.11,70.1
TXN_000042,CUST_0264,Pantry,Rice,1,4.7,4.7,73.4
TXN_000042,CUST_0264,Household,Detergent,1,10.89,10.89,71.9
TXN_000042,CUST_0264,Bakery,Bagels,1,4.88,4.88,66.2
TXN_000043,CUST_0102,Produce,Tomatoes,1,2.28,2.28,74.1
TXN_000043,CUST_0102,Produce,Lettuce,2,2.84,5.68,100.0
TXN_000043,CUST_0102,Household,Toilet_Paper,3,11.52,34.56,45.3
TXN_000043,CUST_0102,Dairy,Cream,2,2.07,4.14,81.5
TXN_000043,CUST_0102,Bakery,Bagels,2,4.52,9.04,95.2
TXN_000044,CUST_0295,Bakery,Pastries,1,5.54,5.54,86.6
TXN_000044,CUST_0295,Pantry,Spices,1,4.38,4.38,81.4
TXN_000044,CUST_0295,Bakery,Bread,1,3.44,3.44,93.0
TXN_000044,CUST_0295,Produce,Bananas,2,1.25,2.5,86.3
TXN_000044,CUST_0295,Meat,Beef,1,11.46,11.46,100.0
TXN_000044,CUST_0295,Produce,Onions,1,2.36,2.36,95.8
TXN_000044,CUST_0295,Dairy,Butter,1,5.87,5.87,100.0
TXN_000045,CUST_0286,Bakery,Muffins,2,3.01,6.02,76.4
TXN_000045,CUST_0286,Produce,Carrots,3,1.93,5.79,69.4
TXN_000045,CUST_0286,Beverages,Coffee,2,9.88,19.76,79.7
TXN_000046,CUST_0272,Personal_Care,Shampoo,2,8.85,17.7,81.5
TXN_000046,CUST_0272,Personal_Care,Soap,1,3.21,3.21,62.1
TXN_000046,CUST_0272,Frozen,Frozen_Vegetables,5,3.68,18.4,74.0
TXN_000047,CUST_0219,Personal_Care,Shampoo,4,10.96,43.84,100.0
TXN_000047,CUST_0219,Personal_Care,Soap,1,1.16,1.16,64.2
TXN_000047,CUST_0219,Beverages,Water,1,1.8,1.8,51.8
TXN_000048,CUST_0231,Meat,Chicken,1,7.43,7.43,76.4
TXN_000048,CUST_0231,Household,Toilet_Paper,2,14.52,29.04,90.9
TXN_000048,CUST_0231,Household,Paper_Towels,1,9.23,9.23,63.0
TXN_000048,CUST_0231,Meat,Pork,1,9.35,9.35,68.2
TXN_000048,CUST_0231,Pantry,Rice,2,3.9,7.8,100.0
TXN_000048,CUST_0231,Meat,Deli_Meat,1,6.65,6.65,67.8
TXN_000048,CUST_0231,Meat,Fish,1,19.96,19.96,76.1
TXN_000048,CUST_0231,Bakery,Cakes,2,12.17,24.34,68.1
TXN_000049,CUST_0033,Beverages,Soda,3,1.81,5.43,88.8
TXN_000049,CUST_0033,Snacks,Chips,1,2.11,2.11,95.6
TXN_000049,CUST_0033,Beverages,Water,1,1.78,1.78,46.1
TXN_000050,CUST_0200,Personal_Care,Soap,2,2.32,4.64,98.0
TXN_000050,CUST_0200,Dairy,Cheese,1,4.73,4.73,28.4
TXN_000050,CUST_0200,Personal_Care,Deodorant,3,7.73,23.19,67.7
TXN_000050,CUST_0200,Personal_Care,Shampoo,2,7.27,14.54,81.8
TXN_000050,CUST_0200,Meat,Deli_Meat,1,4.62,4.62,52.5
TXN_000051,CUST_0200,Beverages,Soda,1,1.85,1.85,90.2
TXN_000051,CUST_0200,Snacks,Chips,2,2.06,4.12,78.8
TXN_000052,CUST_0250,Bakery,Bagels,2,3.48,6.96,87.0
TXN_000052,CUST_0250,Dairy,Cream,1,2.49,2.49,90.7
TXN_000052,CUST_0250,Beverages,Coffee,3,7.78,23.34,82.6
TXN_000053,CUST_0208,Snacks,Nuts,1,6.35,6.35,66.6
TXN_000053,CUST_0208,Unknown,Beer,3,8.36,25.08,100.0
TXN_000053,CUST_0208,Household,Detergent,1,8.33,8.33,90.5
TXN_000053,CUST_0208,Household,Cleaning_Supplies,1,7.37,7.37,66.0
TXN_000053,CUST_0208,Snacks,Chips,1,3.66,3.66,41.0
TXN_000053,CUST_0208,Produce,Lettuce,4,2.65,10.6,62.6
TXN_000054,CUST_0237,Bakery,Bread,3,2.97,8.91,89.9
TXN_000054,CUST_0237,Dairy,Butter,1,3.56,3.56,76.2
TXN_000054,CUST_0237,Bakery,Bagels,1,4.08,4.08,44.2
TXN_000055,CUST_0195,Meat,Beef,3,17.84,53.52,100.0
TXN_000055,CUST_0195,Beverages,Juice,2,2.52,5.04,30.0
TXN_000055,CUST_0195,Produce,Onions,2,1.98,3.96,92.4
TXN_000056,CUST_0241,Dairy,Cheese,1,4.04,4.04,82.0
TXN_000056,CUST_0241,Dairy,Cream,2,3.33,6.66,100.0
TXN_000056,CUST_0241,Pantry,Cereals,1,5.74,5.74,55.3
TXN_000056,CUST_0241,Snacks,Crackers,2,2.14,4.28,77.8
TXN_000056,CUST_0241,Snacks,Cookies,1,5.08,5.08,66.5
TXN_000056,CUST_0241,Beverages,Coffee,1,7.73,7.73,89.0
TXN_000056,CUST_0241,Bakery,Bagels,1,3.71,3.71,87.2
TXN_000057,CUST_0011,Household,Detergent,1,11.97,11.97,88.4
TXN_000057,CUST_0011,Household,Cleaning_Supplies,4,8.13,32.52,96.9
TXN_000057,CUST_0011,Household,Paper_Towels,1,11.47,11.47,67.8
TXN_000057,CUST_0011,Household,Toilet_Paper,2,13.34,26.68,85.2
TXN_000057,CUST_0011,Produce,Onions,1,2.09,2.09,56.9
TXN_000058,CUST_0059,Produce,Onions,2,1.65,3.3,100.0
TXN_000058,CUST_0059,Produce,Bananas,3,1.29,3.87,94.5
TXN_000058,CUST_0059,Dairy,Yogurt,1,1.89,1.89,74.2
TXN_000058,CUST_0059,Meat,Beef,4,9.37,37.48,95.0
TXN_000058,CUST_0059,Produce,Apples,4,2.17,8.68,78.4
TXN_000059,CUST_0125,Produce,Bananas,2,1.36,2.72,87.3
TXN_000059,CUST_0125,Meat,Deli_Meat,2,6.77,13.54,79.4
TXN_000059,CUST_0125,Household,Paper_Towels,1,9.55,9.55,95.1
TXN_000059,CUST_0125,Personal_Care,Deodorant,5,7.72,38.6,100.0
TXN_000059,CUST_0125,Pantry,Cereals,1,5.09,5.09,96.1
TXN_000059,CUST_0125,Dairy,Milk,1,4.85,4.85,100.0
TXN_000059,CUST_0125,Household,Toilet_Paper,3,13.19,39.57,98.4
TXN_000060,CUST_0007,Beverages,Soda,1,2.39,2.39,91.5
TXN_000060,CUST_0007,Produce,Bananas,1,1.29,1.29,52.5
TXN_000060,CUST_0007,Snacks,Chips,1,4.17,4.17,93.5
TXN_000060,CUST_0007,Frozen,Ice_Cream,2,7.16,14.32,84.5
TXN_000060,CUST_0007,Beverages,Tea,1,6.13,6.13,77.1
TXN_000060,CUST_0007,Snacks,Cookies,1,2.59,2.59,92.1
TXN_000060,CUST_0007,Personal_Care,Deodorant,3,3.11,9.33,54.7
TXN_000061,CUST_0248,Beverages,Tea,3,7.99,23.97,100.0
TXN_000061,CUST_0248,Meat,Beef,1,15.67,15.67,95.9
TXN_000061,CUST_0248,Produce,Onions,2,2.31,4.62,98.1
TXN_000061,CUST_0248,Produce,Apples,5,2.65,13.25,71.5
TXN_000061,CUST_0248,Beverages,Water,2,1.24,2.48,63.9
TXN_000061,CUST_0248,Beverages,Juice,1,3.06,3.06,87.0
TXN_000061,CUST_0248,Snacks,Cookies,1,2.65,2.65,81.6
TXN_000061,CUST_0248,Frozen,Ice_Cream,1,7.95,7.95,84.5
TXN_000062,CUST_0182,Meat,Chicken,1,11.65,11.65,95.3
TXN_000062,CUST_0182,Pantry,Rice,3,2.27,6.81,100.0
TXN_000062,CUST_0182,Meat,Pork,4,9.74,38.96,75.3
TXN_000062,CUST_0182,Frozen,Frozen_Pizza,2,4.67,9.34,54.3
TXN_000062,CUST_0182,Meat,Fish,2,13.66,27.32,76.9
TXN_000062,CUST_0182,Personal_Care,Toothpaste,1,2.53,2.53,40.0
TXN_000063,CUST_0230,Dairy,Cheese,1,4.23,4.23,75.6
TXN_000063,CUST_0230,Snacks,Crackers,4,4.65,18.6,100.0
TXN_000063,CUST_0230,Dairy,Butter,3,5.24,15.72,89.6
TXN_000063,CUST_0230,Bakery,Bread,1,3.63,3.63,100.0
TXN_000063,CUST_0230,Pantry,Cereals,2,4.78,9.56,82.4
TXN_000063,CUST_0230,Dairy,Milk,2,3.18,6.36,85.1
TXN_000064,CUST_0139,Meat,Fish,3,19.42,58.26,100.0
TXN_000064,CUST_0139,Frozen,Frozen_Vegetables,3,3.62,10.86,99.3
TXN_000064,CUST_0139,Pantry,Rice,1,3.23,3.23,71.1
TXN_000065,CUST_0062,Snacks,Crackers,1,4.17,4.17,63.3
TXN_000065,CUST_0062,Dairy,Cheese,1,6.73,6.73,69.9
TXN_000065,CUST_0062,Meat,Pork,1,12.81,12.81,32.2
TXN_000065,CUST_0062,Personal_Care,Shampoo,2,10.6,21.2,61.0
TXN_000066,CUST_0145,Produce,Bananas,2,1.2,2.4,92.7
TXN_000066,CUST_0145,Meat,Fish,3,15.56,46.68,86.1
TXN_000066,CUST_0145,Dairy,Yogurt,3,2.3,6.9,100.0
TXN_000066,CUST_0145,Frozen,Frozen_Vegetables,2,3.36,6.72,92.1
TXN_000067,CUST_0141,Dairy,Yogurt,3,1.24,3.72,86.0
TXN_000067,CUST_0141,Personal_Care,Toothpaste,2,2.48,4.96,46.3
TXN_000067,CUST_0141,Produce,Bananas,3,1.38,4.14,100.0
TXN_000067,CUST_0141,Frozen,Frozen_Meals,1,5.47,5.47,75.0
TXN_000067,CUST_0141,Dairy,Butter,5,5.08,25.4,86.0
TXN_000068,CUST_0241,Beverages,Water,3,1.11,3.33,53.2
TXN_000068,CUST_0241,Beverages,Soda,3,2.31,6.93,98.2
TXN_000068,CUST_0241,Snacks,Chips,2,4.8,9.6,100.0
TXN_000068,CUST_0241,Beverages,Coffee,1,11.56,11.56,100.0
TXN_000068,CUST_0241,Dairy,Cream,1,3.42,3.42,81.6
TXN_000069,CUST_0078,Produce,Tomatoes,2,2.69,5.38,59.2
TXN_000069,CUST_0078,Meat,Deli_Meat,3,7.89,23.67,80.0
TXN_000070,CUST_0044,Bakery,Muffins,2,2.26,4.52,100.0
TXN_000070,CUST_0044,Beverages,Coffee,2,8.12,16.24,100.0
TXN_000070,CUST_0044,Household,Toilet_Paper,1,19.97,19.97,88.4
TXN_000070,CUST_0044,Household,Paper_Towels,1,13.56,13.56,67.4
TXN_000070,CUST_0044,Dairy,Cream,2,2.44,4.88,100.0
TXN_000070,CUST_0044,Bakery,Bagels,2,3.55,7.1,98.5
TXN_000070,CUST_0044,Bakery,Cakes,4,9.06,36.24,77.2
TXN_000070,CUST_0044,Produce,Carrots,1,1.64,1.64,69.2
TXN_000070,CUST_0044,Meat,Pork,1,8.19,8.19,69.6
TXN_000071,CUST_0109,Meat,Chicken,1,6.49,6.49,96.9
TXN_000071,CUST_0109,Produce,Onions,1,1.98,1.98,100.0
TXN_000071,CUST_0109,Pantry,Rice,1,4.9,4.9,100.0
TXN_000071,CUST_0109,Meat,Beef,1,16.69,16.69,100.0
TXN_000071,CUST_0109,Meat,Fish,3,16.89,50.67,100.0
TXN_000071,CUST_0109,Frozen,Frozen_Vegetables,2,2.26,4.52,88.0
TXN_000071,CUST_0109,Personal_Care,Shampoo,1,4.94,4.94,48.9
TXN_000072,CUST_0037,Snacks,Chips,2,3.29,6.58,87.7
TXN_000072,CUST_0037,Beverages,Soda,1,2.37,2.37,68.6
TXN_000072,CUST_0037,Household,Toilet_Paper,1,17.98,17.98,41.4
